order_id,order_date,order_year,order_month,order_month_name,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,list_price,discount_percent,selling_price,sales,total_cost,profit,profit_margin_pct
2899,2022-02-24,2022,2,February,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Chairs,FUR-CH-10004086,2,410,5,389.5,779.0,660,119.0,15.275994865211809
2900,2022-07-27,2022,7,July,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Copiers,TEC-CO-10000971,2,480,2,470.4,940.8,820,120.79999999999995,12.840136054421764
2901,2022-12-22,2022,12,December,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,OFF-LA-10001317,4,10,4,9.6,38.4,40,-1.6000000000000014,-4.1666666666666705
2902,2022-10-09,2022,10,October,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,OFF-PA-10003656,7,180,5,171.0,1197.0,1050,147.0,12.280701754385964
2903,2022-10-05,2022,10,October,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10002160,5,20,4,19.2,96.0,100,-4.0,-4.166666666666666
2904,2022-10-15,2022,10,October,Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Office Supplies,Paper,OFF-PA-10000575,7,40,5,38.0,266.0,210,56.0,21.052631578947366
2905,2022-03-25,2022,3,March,Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Furniture,Chairs,FUR-CH-10003981,3,540,5,513.0,1539.0,1410,129.0,8.382066276803119
2906,2022-02-15,2022,2,February,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,OFF-ST-10002615,2,310,4,297.59999999999997,595.1999999999999,580,15.199999999999932,2.553763440860204
2907,2023-10-13,2023,10,October,Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Paper,OFF-PA-10000327,2,10,4,9.6,19.2,20,-0.8000000000000007,-4.1666666666666705
2908,2023-07-11,2023,7,July,Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Storage,OFF-ST-10001325,5,50,2,49.0,245.0,200,45.0,18.367346938775512
2909,2023-05-06,2023,5,May,Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Labels,OFF-LA-10001771,3,10,3,9.7,29.099999999999998,30,-0.9000000000000021,-3.0927835051546464
2910,2022-07-26,2022,7,July,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Fasteners,OFF-FA-10004968,3,10,5,9.5,28.5,30,-1.5,-5.263157894736842
2911,2022-06-14,2022,6,June,Standard Class,Consumer,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,OFF-AP-10000576,4,390,2,382.2,1528.8,1320,208.79999999999995,13.657770800627942
2912,2023-01-17,2023,1,January,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,OFF-EN-10003286,5,40,2,39.2,196.0,150,46.0,23.46938775510204
2913,2022-07-23,2022,7,July,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Art,OFF-AR-10003772,4,40,5,38.0,152.0,120,32.0,21.052631578947366
2914,2022-07-06,2022,7,July,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Binders,OFF-BI-10002852,3,40,4,38.4,115.19999999999999,90,25.19999999999999,21.874999999999993
2915,2023-01-22,2023,1,January,Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones,TEC-PH-10002890,3,140,2,137.2,411.59999999999997,330,81.59999999999997,19.82507288629737
2916,2023-03-14,2023,3,March,Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Office Supplies,Binders,OFF-BI-10001308,2,10,2,9.8,19.6,20,-0.3999999999999986,-2.0408163265306047
2917,2023-12-01,2023,12,December,Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones,TEC-PH-10001750,4,260,5,247.0,988.0,920,68.0,6.882591093117409
2918,2022-12-20,2022,12,December,First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,OFF-AR-10003338,1,10,3,9.7,9.7,10,-0.3000000000000007,-3.0927835051546464
2919,2022-03-22,2022,3,March,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,OFF-FA-10002763,5,20,2,19.6,98.0,100,-2.0,-2.0408163265306123
2920,2022-11-23,2022,11,November,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10002088,2,10,3,9.7,19.4,20,-0.6000000000000014,-3.0927835051546464
2921,2022-09-06,2022,9,September,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10003976,7,70,3,67.89999999999999,475.29999999999995,420,55.299999999999955,11.63475699558173
2922,2022-04-12,2022,4,April,Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10001511,2,130,4,124.8,249.6,240,9.599999999999994,3.8461538461538445
2923,2022-10-09,2022,10,October,Second Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Binders,OFF-BI-10000301,3,0,3,0.0,0.0,0,0.0,
2924,2022-07-24,2022,7,July,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Fasteners,OFF-FA-10003495,1,10,4,9.6,9.6,10,-0.40000000000000036,-4.1666666666666705
2925,2022-12-10,2022,12,December,First Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Appliances,OFF-AP-10001303,1,20,4,19.2,19.2,20,-0.8000000000000007,-4.1666666666666705
2926,2023-04-18,2023,4,April,First Class,Consumer,United States,Watertown,New York,13601,East,Furniture,Furnishings,FUR-FU-10002116,1,70,3,67.89999999999999,67.89999999999999,60,7.8999999999999915,11.634756995581727
2927,2023-10-02,2023,10,October,Second Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10000771,3,20,3,19.4,58.199999999999996,60,-1.8000000000000043,-3.0927835051546464
2928,2022-04-14,2022,4,April,Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central,Office Supplies,Art,OFF-AR-10002255,3,10,5,9.5,28.5,30,-1.5,-5.263157894736842
2929,2022-04-11,2022,4,April,Standard Class,Home Office,United States,Burlington,North Carolina,27217,South,Office Supplies,Binders,OFF-BI-10004995,4,1630,5,1548.5,6194.0,5360,834.0,13.464643203099774
2930,2022-10-22,2022,10,October,Standard Class,Home Office,United States,Saginaw,Michigan,48601,Central,Furniture,Furnishings,FUR-FU-10002597,4,20,5,19.0,76.0,80,-4.0,-5.263157894736842
2931,2023-07-19,2023,7,July,Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10004970,2,10,2,9.8,19.6,20,-0.3999999999999986,-2.0408163265306047
2932,2023-07-03,2023,7,July,Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10002557,2,10,3,9.7,19.4,20,-0.6000000000000014,-3.0927835051546464
2933,2023-03-25,2023,3,March,Same Day,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,FUR-CH-10000785,1,140,4,134.4,134.4,120,14.400000000000006,10.714285714285717
2934,2023-02-10,2023,2,February,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10002310,1,160,4,153.6,153.6,140,13.599999999999994,8.854166666666663
2935,2023-03-22,2023,3,March,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10002834,3,430,5,408.5,1225.5,1110,115.5,9.424724602203183
2936,2023-10-11,2023,10,October,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,OFF-EN-10000927,1,40,3,38.8,38.8,30,8.799999999999997,22.680412371134015
2937,2022-08-17,2022,8,August,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001636,7,50,4,48.0,336.0,280,56.0,16.666666666666664
2938,2023-04-19,2023,4,April,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10001736,7,250,3,242.5,1697.5,1540,157.5,9.278350515463918
2939,2023-03-27,2023,3,March,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10000482,5,190,4,182.4,912.0,800,112.0,12.280701754385964
2940,2022-10-22,2022,10,October,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001658,3,60,3,58.199999999999996,174.6,150,24.599999999999994,14.089347079037799
2941,2023-10-18,2023,10,October,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,FUR-CH-10000422,1,90,3,87.3,87.3,80,7.299999999999997,8.361970217640318
2942,2023-10-10,2023,10,October,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,FUR-CH-10004675,7,1530,5,1453.5,10174.5,9730,444.5,4.368765049879602
2943,2022-07-28,2022,7,July,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,FUR-CH-10002880,3,370,5,351.5,1054.5,1050,4.5,0.42674253200568996
2944,2022-09-05,2022,9,September,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10000675,9,310,3,300.7,2706.2999999999997,2610,96.29999999999973,3.5583638177585537
2945,2023-10-09,2023,10,October,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10002685,1,20,3,19.4,19.4,20,-0.6000000000000014,-3.0927835051546464
2946,2022-02-23,2022,2,February,First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10004020,7,40,2,39.2,274.40000000000003,280,-5.599999999999966,-2.0408163265305994
2947,2022-11-06,2022,11,November,Standard Class,Home Office,United States,San Diego,California,92024,West,Furniture,Furnishings,FUR-FU-10004963,3,30,4,28.799999999999997,86.39999999999999,60,26.39999999999999,30.555555555555546
2948,2022-01-13,2022,1,January,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,OFF-BI-10000174,14,60,3,58.199999999999996,814.8,700,114.79999999999995,14.089347079037795
2949,2023-07-11,2023,7,July,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Envelopes,OFF-EN-10000461,5,40,4,38.4,192.0,150,42.0,21.875
2950,2022-07-22,2022,7,July,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Accessories,TEC-AC-10001266,4,40,3,38.8,155.2,160,-4.800000000000011,-3.0927835051546464
2951,2022-05-16,2022,5,May,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,OFF-PA-10002160,5,20,4,19.2,96.0,100,-4.0,-4.166666666666666
2952,2023-04-01,2023,4,April,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Chairs,FUR-CH-10004875,2,110,3,106.7,213.4,200,13.400000000000006,6.2792877225866945
2953,2023-09-06,2023,9,September,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Furnishings,FUR-FU-10000305,2,110,5,104.5,209.0,180,29.0,13.875598086124402
2954,2022-07-16,2022,7,July,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones,TEC-PH-10000347,2,10,2,9.8,19.6,20,-0.3999999999999986,-2.0408163265306047
2955,2022-07-28,2022,7,July,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones,TEC-PH-10001459,2,670,4,643.1999999999999,1286.3999999999999,1180,106.39999999999986,8.271144278606956
2956,2023-08-21,2023,8,August,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10000439,1,40,5,38.0,38.0,30,8.0,21.052631578947366
2957,2023-09-08,2023,9,September,Standard Class,Home Office,United States,Watertown,New York,13601,East,Furniture,Chairs,FUR-CH-10002647,3,190,4,182.4,547.2,540,7.2000000000000455,1.3157894736842188
2958,2023-12-31,2023,12,December,Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,OFF-BI-10003910,1,0,3,0.0,0.0,0,0.0,
2959,2023-03-25,2023,3,March,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10001097,4,20,3,19.4,77.6,80,-2.4000000000000057,-3.0927835051546464
2960,2023-04-06,2023,4,April,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Fasteners,OFF-FA-10004854,4,50,3,48.5,194.0,160,34.0,17.525773195876287
2961,2023-07-21,2023,7,July,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Paper,OFF-PA-10003673,3,20,3,19.4,58.199999999999996,60,-1.8000000000000043,-3.0927835051546464
2962,2022-12-07,2022,12,December,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Labels,OFF-LA-10002034,8,40,3,38.8,310.4,320,-9.600000000000023,-3.0927835051546464
2963,2022-02-20,2022,2,February,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs,FUR-CH-10002774,2,80,5,76.0,152.0,140,12.0,7.894736842105263
2964,2023-05-17,2023,5,May,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs,FUR-CH-10003817,2,100,2,98.0,196.0,160,36.0,18.367346938775512
2965,2023-04-11,2023,4,April,Second Class,Corporate,United States,Oceanside,California,92054,West,Office Supplies,Binders,OFF-BI-10002949,5,20,2,19.6,98.0,100,-2.0,-2.0408163265306123
2966,2022-02-28,2022,2,February,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Furnishings,FUR-FU-10002445,2,20,2,19.6,39.2,40,-0.7999999999999972,-2.0408163265306047
2967,2022-11-11,2022,11,November,Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,Furnishings,FUR-FU-10001473,6,30,4,28.799999999999997,172.79999999999998,180,-7.200000000000017,-4.166666666666677
2968,2023-11-21,2023,11,November,Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Storage,OFF-ST-10002562,4,30,4,28.799999999999997,115.19999999999999,120,-4.800000000000011,-4.166666666666677
2969,2023-04-23,2023,4,April,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,OFF-AP-10002118,3,500,2,490.0,1470.0,1230,240.0,16.3265306122449
2970,2022-02-05,2022,2,February,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,OFF-PA-10001800,6,30,2,29.4,176.39999999999998,180,-3.6000000000000227,-2.040816326530625
2971,2023-12-23,2023,12,December,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,OFF-BI-10002827,8,10,4,9.6,76.8,80,-3.200000000000003,-4.1666666666666705
2972,2023-12-16,2023,12,December,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,FUR-FU-10004671,2,30,4,28.799999999999997,57.599999999999994,60,-2.4000000000000057,-4.166666666666677
2973,2022-05-28,2022,5,May,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Storage,OFF-ST-10000736,4,260,5,247.0,988.0,960,28.0,2.834008097165992
2974,2023-03-07,2023,3,March,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,OFF-BI-10004656,5,10,4,9.6,48.0,50,-2.0,-4.166666666666666
2975,2022-01-23,2022,1,January,Standard Class,Consumer,United States,Allen,Texas,75002,Central,Furniture,Tables,FUR-TA-10001095,2,240,2,235.2,470.4,420,50.39999999999998,10.71428571428571
2976,2022-06-19,2022,6,June,Standard Class,Consumer,United States,Allen,Texas,75002,Central,Office Supplies,Paper,OFF-PA-10000213,4,20,4,19.2,76.8,80,-3.200000000000003,-4.1666666666666705
2977,2022-12-15,2022,12,December,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,FUR-CH-10001797,7,190,2,186.2,1303.3999999999999,1120,183.39999999999986,14.070891514500527
2978,2022-02-24,2022,2,February,Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,OFF-ST-10002214,2,20,2,19.6,39.2,40,-0.7999999999999972,-2.0408163265306047
2979,2022-04-12,2022,4,April,Second Class,Consumer,United States,Mount Pleasant,South Carolina,29464,South,Furniture,Chairs,FUR-CH-10000422,6,550,3,533.5,3201.0,2760,441.0,13.776944704779757
2980,2023-02-15,2023,2,February,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10003848,4,20,4,19.2,76.8,80,-3.200000000000003,-4.1666666666666705
2981,2022-06-13,2022,6,June,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10003623,2,40,5,38.0,76.0,80,-4.0,-5.263157894736842
2982,2023-05-01,2023,5,May,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,FUR-CH-10001797,4,120,4,115.19999999999999,460.79999999999995,400,60.799999999999955,13.194444444444436
2983,2022-12-09,2022,12,December,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10003094,4,10,3,9.7,38.8,40,-1.2000000000000028,-3.0927835051546464
2984,2023-09-07,2023,9,September,Second Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Storage,OFF-ST-10002205,3,50,3,48.5,145.5,150,-4.5,-3.0927835051546393
2985,2022-01-28,2022,1,January,Second Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Tables,FUR-TA-10003238,1,280,4,268.8,268.8,230,38.80000000000001,14.434523809523814
2986,2023-07-31,2023,7,July,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10000755,4,20,2,19.6,78.4,80,-1.5999999999999943,-2.0408163265306047
2987,2023-01-30,2023,1,January,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,OFF-PA-10002893,2,20,3,19.4,38.8,40,-1.2000000000000028,-3.0927835051546464
2988,2022-05-25,2022,5,May,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,OFF-ST-10000689,9,1270,5,1206.5,10858.5,10260,598.5,5.511811023622047
2989,2022-04-05,2022,4,April,Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,TEC-AC-10004227,1,10,2,9.8,9.8,10,-0.1999999999999993,-2.0408163265306047
2990,2022-06-08,2022,6,June,Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10000174,4,20,2,19.6,78.4,80,-1.5999999999999943,-2.0408163265306047
2991,2023-05-22,2023,5,May,Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Storage,OFF-ST-10001809,5,450,5,427.5,2137.5,2050,87.5,4.093567251461988
2992,2022-04-05,2022,4,April,Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10002309,7,30,5,28.5,199.5,210,-10.5,-5.263157894736842
2993,2023-08-15,2023,8,August,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10004532,3,60,5,57.0,171.0,150,21.0,12.280701754385964
2994,2022-05-25,2022,5,May,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,OFF-BI-10003091,4,900,5,855.0,3420.0,3360,60.0,1.7543859649122806
2995,2022-06-20,2022,6,June,Second Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Binders,OFF-BI-10004654,4,60,2,58.8,235.2,200,35.19999999999999,14.96598639455782
2996,2023-02-15,2023,2,February,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,OFF-ST-10000760,5,60,3,58.199999999999996,291.0,250,41.0,14.0893470790378
2997,2022-11-29,2022,11,November,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,OFF-EN-10001539,4,20,5,19.0,76.0,80,-4.0,-5.263157894736842
2998,2022-10-08,2022,10,October,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10000550,1,0,3,0.0,0.0,0,0.0,
2999,2022-07-29,2022,7,July,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10003628,4,100,2,98.0,392.0,360,32.0,8.16326530612245
3000,2022-05-24,2022,5,May,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Machines,TEC-MA-10004521,3,210,4,201.6,604.8,600,4.7999999999999545,0.7936507936507862
3001,2022-03-07,2022,3,March,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,OFF-AP-10003860,2,40,4,38.4,76.8,80,-3.200000000000003,-4.1666666666666705
3002,2023-04-29,2023,4,April,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10000069,2,10,3,9.7,19.4,20,-0.6000000000000014,-3.0927835051546464
3003,2022-04-01,2022,4,April,Standard Class,Home Office,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Binders,OFF-BI-10003655,5,20,5,19.0,95.0,100,-5.0,-5.263157894736842
3004,2022-08-30,2022,8,August,Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Binders,OFF-BI-10001628,4,30,2,29.4,117.6,120,-2.4000000000000057,-2.040816326530617
3005,2023-01-09,2023,1,January,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,OFF-AP-10003779,1,210,3,203.7,203.7,190,13.699999999999989,6.725576828669606
3006,2022-07-15,2022,7,July,Standard Class,Home Office,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Binders,OFF-BI-10000666,3,90,4,86.39999999999999,259.2,240,19.19999999999999,7.407407407407403
3007,2022-04-29,2022,4,April,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,OFF-AP-10000828,5,900,5,855.0,4275.0,3600,675.0,15.789473684210526
3008,2022-02-24,2022,2,February,Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Binders,OFF-BI-10002706,3,30,5,28.5,85.5,90,-4.5,-5.263157894736842
3009,2023-01-26,2023,1,January,First Class,Consumer,United States,Murray,Kentucky,42071,South,Furniture,Furnishings,FUR-FU-10004748,3,190,2,186.2,558.5999999999999,480,78.59999999999991,14.070891514500522
3010,2022-07-29,2022,7,July,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,OFF-AP-10000026,5,240,4,230.39999999999998,1152.0,1050,102.0,8.854166666666668
3011,2023-03-09,2023,3,March,Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,OFF-BI-10000773,5,10,2,9.8,49.0,50,-1.0,-2.0408163265306123
3012,2022-01-16,2022,1,January,Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Technology,Machines,TEC-MA-10000822,5,2550,5,2422.5,12112.5,10950,1162.5,9.597523219814242
3013,2022-08-01,2022,8,August,Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,OFF-BI-10001543,2,20,5,19.0,38.0,40,-2.0,-5.263157894736842
3014,2023-10-23,2023,10,October,Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,OFF-BI-10003355,6,10,3,9.7,58.199999999999996,60,-1.8000000000000043,-3.0927835051546464
3015,2023-11-26,2023,11,November,Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Paper,OFF-PA-10002005,4,20,4,19.2,76.8,80,-3.200000000000003,-4.1666666666666705
3016,2023-07-09,2023,7,July,Standard Class,Home Office,United States,New York City,New York,10035,East,Furniture,Tables,FUR-TA-10004154,2,340,4,326.4,652.8,580,72.79999999999995,11.151960784313719
3017,2023-07-06,2023,7,July,Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Office Supplies,Storage,OFF-ST-10002743,8,730,2,715.4,5723.2,5200,523.1999999999998,9.141738887335753
3018,2023-09-04,2023,9,September,Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Furniture,Furnishings,FUR-FU-10004973,3,20,5,19.0,57.0,60,-3.0,-5.263157894736842
3019,2022-10-02,2022,10,October,Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Technology,Accessories,TEC-AC-10002842,7,670,5,636.5,4455.5,4130,325.5,7.305577376276512
3020,2023-08-27,2023,8,August,Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Fasteners,OFF-FA-10002701,3,10,3,9.7,29.099999999999998,30,-0.9000000000000021,-3.0927835051546464
3021,2023-03-10,2023,3,March,Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Paper,OFF-PA-10001125,3,90,2,88.2,264.6,240,24.600000000000023,9.29705215419502
3022,2022-02-23,2022,2,February,Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Furniture,Furnishings,FUR-FU-10004090,3,70,5,66.5,199.5,180,19.5,9.774436090225564
3023,2023-10-20,2023,10,October,Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Binders,OFF-BI-10001510,5,90,4,86.39999999999999,431.99999999999994,400,31.999999999999943,7.407407407407396
3024,2022-09-12,2022,9,September,Standard Class,Consumer,United States,Brownsville,Texas,78521,Central,Furniture,Bookcases,FUR-BO-10002202,2,330,2,323.4,646.8,520,126.79999999999995,19.604205318491026
3025,2023-06-13,2023,6,June,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10001922,11,50,5,47.5,522.5,440,82.5,15.789473684210526
3026,2023-09-11,2023,9,September,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10001667,3,20,2,19.6,58.800000000000004,60,-1.1999999999999957,-2.0408163265306047
3027,2023-09-18,2023,9,September,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10001488,3,250,2,245.0,735.0,660,75.0,10.204081632653061
3028,2023-11-06,2023,11,November,Same Day,Corporate,United States,Billings,Montana,59102,West,Office Supplies,Binders,OFF-BI-10002799,2,10,4,9.6,19.2,20,-0.8000000000000007,-4.1666666666666705
3029,2022-05-30,2022,5,May,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Chairs,FUR-CH-10003846,5,500,3,485.0,2425.0,2000,425.0,17.525773195876287
3030,2023-06-17,2023,6,June,Standard Class,Corporate,United States,Gresham,Oregon,97030,West,Technology,Phones,TEC-PH-10003691,4,400,5,380.0,1520.0,1360,160.0,10.526315789473683
3031,2022-09-11,2022,9,September,Standard Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Furniture,Bookcases,FUR-BO-10000468,4,190,5,180.5,722.0,600,122.0,16.897506925207757
3032,2023-01-12,2023,1,January,Standard Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Office Supplies,Art,OFF-AR-10001044,1,30,5,28.5,28.5,30,-1.5,-5.263157894736842
3033,2023-01-03,2023,1,January,Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs,FUR-CH-10003833,4,200,4,192.0,768.0,760,8.0,1.0416666666666665
3034,2022-12-04,2022,12,December,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10004355,4,20,3,19.4,77.6,80,-2.4000000000000057,-3.0927835051546464
3035,2023-10-20,2023,10,October,Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,TEC-AC-10003038,6,50,2,49.0,294.0,240,54.0,18.367346938775512
3036,2023-08-10,2023,8,August,Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Binders,OFF-BI-10002799,7,40,5,38.0,266.0,280,-14.0,-5.263157894736842
